0.05,217.6
0.1,145.1
0.15,136.0
0.2,133.4
0.25,148.4
0.3,160.0
0.35,158.9
0.4,155.2
0.45,187.0
0.5,238.9
0.55,339.6
0.6,290.0
0.65,290.9
0.7,329.5
0.75,163.5
0.8,148.7
0.85,146.7
0.9,147.5
0.95,158.0
1.0,183.5
1.05,176.2
1.1,148.2
1.15,147.2
1.2,172.5
1.25,151.0
1.3,143.2
1.35,144.9
1.4,150.4
1.45,155.8
1.5,178.3
1.55,158.4
1.6,150.0
1.65,151.3
1.7,172.4
1.75,168.1
1.8,150.7
1.85,140.3
1.9,140.0
1.95,136.8
2.0,174.8
2.05,271.9
2.1,173.6
2.15,225.1
2.2,172.7
2.25,168.0
2.3,160.8
2.35,166.8
2.4,151.8
2.45,160.4
2.5,182.3
2.55,181.5
2.6,154.1
2.65,150.9
2.7,169.2
2.75,165.5
2.8,162.4
2.85,346.2
2.9,179.0
2.95,199.6
3.0,171.6
3.05,181.2
3.1,177.8
3.15,176.9
3.2,191.4
3.25,166.9
3.3,171.8
3.35,159.7
3.4,152.8
3.45,144.0
3.5,163.6
3.55,180.1
3.6,199.4
3.65,161.4
3.7,161.1
3.75,143.1
3.8,150.4
3.85,165.7
3.9,176.6
3.95,150.6
4.0,169.4
4.05,174.2
4.1,189.2
4.15,218.1
4.2,170.3
4.25,161.7
4.3,152.6
4.35,183.5
4.4,155.2
4.45,164.2
4.5,210.4
4.55,253.7
4.6,165.5
4.65,189.8
4.7,203.0
4.75,205.1
4.8,179.3
4.85,179.1
4.9,208.7
4.95,156.7
5.0,178.0
